trip_id,date,time,transport_type,route_id,vehicle_id,origin_station,origin_district,origin_latitude,origin_longitude,destination_station,destination_district,destination_latitude,destination_longitude,distance_km,fare_rwf,passengers_carried,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T00093,2023-01-02,04:15:00,Bus,KK 33 Ave,RAD601A,Gacuriro,Gasabo,-1.922807,30.091257,Gacuriro,Gasabo,-1.917626,30.08984,0.6,240,26,04:16:00,04:53:00,11,9,Fog,28.2,77,36,1.7,None,10000,33,0,0,0,Spring,1
T00094,2023-01-02,04:30:00,Bus,KN 67 St,RAD354B,Remera,Gasabo,-1.954651,30.110561,Gitega,Nyarugenge,-1.951046,30.055133,6.17,570,22,04:34:00,05:27:00,-2,25,Storm,17.8,34,6,6.7,None,0,86,0,1,0,Spring,1
T00095,2023-01-02,04:45:00,Bus,KG 550 St,RAD817H,Remera,Gasabo,-1.956074,30.108134,Mageragere,Nyarugenge,-2.008908,30.012649,12.13,930,31,04:49:00,05:15:00,11,5,Heavy Rain,13.2,65,21,18.9,Festival,500,31,0,0,0,Autumn,0
T00096,2023-01-02,05:00:00,Bus,KN 78 St,RAD760E,Nyanza (Kicukiro),Kicukiro,-1.989691,30.117237,Rugarama,Nyarugenge,-1.948306,30.023395,11.4,880,9,05:02:00,05:39:00,11,22,Fog,19.4,54,3,16.1,None,0,2,0,1,0,Summer,1
T00097,2023-01-02,05:15:00,Taxi,KN 78 St,RAC172E,Kacyiru,Gasabo,-1.943241,30.08717,Nzove,Nyarugenge,-1.935375,29.991583,10.66,5260,1,05:19:00,05:54:00,5,24,Rain,18.9,74,13,18.2,Concert,0,91,0,0,0,Spring,1
T00098,2023-01-02,05:30:00,Bus,KG 205 St,RAD571E,Kagarama,Kicukiro,-1.975672,30.088341,Nzove,Nyarugenge,-1.934394,29.987063,12.15,930,17,05:31:00,06:10:00,13,9,Rain,29.0,48,33,11.5,Sports,2000,67,0,0,0,Winter,1
T00099,2023-01-02,05:45:00,Bus,KG 7 Ave,RAD129G,Kabuga,Gasabo,-1.927133,30.185303,Rutunga,Gasabo,-1.860148,30.078409,14.02,1040,15,05:48:00,06:22:00,11,5,Fog,19.5,36,22,9.6,Sports,0,56,0,0,0,Autumn,0
T00100,2023-01-02,06:00:00,Taxi,KG 9 Ave,RAC183E,Rebero,Kicukiro,-1.987102,30.087332,Cyahafi,Nyarugenge,-1.956835,30.037309,6.5,3600,4,06:03:00,06:29:00,-2,10,Storm,17.3,87,43,2.1,Parade,0,75,0,0,0,Spring,1
T00101,2023-01-02,06:15:00,Bus,KK 10 Ave,RAD835G,Nyabisindu,Nyarugenge,-1.973996,30.042551,Kimihurura,Gasabo,-1.951639,30.087205,5.55,530,18,06:18:00,07:08:00,13,8,Rain,18.4,95,41,16.8,Protest,0,23,0,0,0,Autumn,1
T00102,2023-01-02,06:30:00,Bus,KG 205 St,RAD169D,Gatenga,Kicukiro,-1.978905,30.083188,Gisozi,Gasabo,-1.929218,30.065435,5.87,550,24,06:33:00,07:15:00,15,28,Storm,18.9,68,24,14.9,Concert,2000,32,0,0,0,Spring,1
T00103,2023-01-02,06:45:00,Moto,KK 5 Rd,RAB326E,Nyabisindu,Nyarugenge,-1.972181,30.03887,Biryogo,Nyarugenge,-1.95808,30.043385,1.65,710,1,06:47:00,07:34:00,4,-1,Heavy Rain,26.3,47,0,1.2,Festival,0,2,0,1,0,Spring,0
T00104,2023-01-02,07:00:00,Bus,KN 4 Ave,RAD527A,Nyabisindu,Nyarugenge,-1.977346,30.040742,Rugando,Kicukiro,-1.959339,30.127379,9.83,790,23,07:04:00,07:28:00,12,12,Rain,13.4,30,50,4.2,Festival,0,3,0,1,0,Autumn,1
T00105,2023-01-02,07:15:00,Bus,KG 9 Ave,RAD153A,Kimicanga,Gasabo,-1.942468,30.070326,Kigali City Centre (CBD),Nyarugenge,-1.952858,30.059377,1.68,300,21,07:18:00,08:05:00,14,16,Heavy Rain,17.5,92,54,11.1,Parade,500,29,0,0,0,Winter,1
T00106,2023-01-02,07:30:00,Bus,RN4 (Kigali-Kayonza Rd),RAD269F,Remera,Gasabo,-1.95464,30.110389,Kigali International Airport,Kicukiro,-1.966298,30.140896,3.63,420,10,07:30:00,07:53:00,16,28,Storm,28.9,32,47,13.7,Sports,0,69,0,1,0,Winter,1
T00107,2023-01-02,07:45:00,Taxi,KN 67 St,RAC959F,Niboye,Kicukiro,-1.989887,30.102615,Gahanga,Kicukiro,-2.018522,30.107191,3.22,2290,4,07:48:00,08:10:00,10,19,Storm,14.7,50,14,2.8,None,10000,48,0,0,0,Summer,1
T00108,2023-01-02,08:00:00,Bus,KG 11 Ave,RAD226D,Kimisagara,Nyarugenge,-1.944345,30.040654,Gahanga,Kicukiro,-2.022531,30.107485,11.43,890,21,08:04:00,08:33:00,6,13,Cloudy,24.9,59,31,4.9,Sports,0,29,0,0,0,Spring,1
T00109,2023-01-02,08:15:00,Moto,RN4 (Kigali-Kayonza Rd),RAB150H,Nyakabanda,Nyarugenge,-1.96886,30.044929,Nyarutarama,Gasabo,-1.935068,30.108595,8.01,2300,1,08:18:00,08:38:00,12,12,Fog,18.2,40,13,3.9,None,0,71,0,0,0,Summer,1
T00110,2023-01-02,08:30:00,Taxi,RN1 (Kigali-Muhanga Rd),RAC131G,Rebero,Kicukiro,-1.988764,30.092517,Kimisagara,Nyarugenge,-1.945842,30.042185,7.35,3940,4,08:32:00,09:15:00,0,4,Clear,22.2,51,40,4.4,None,0,81,0,0,0,Autumn,0
T00111,2023-01-02,08:45:00,Moto,KK 5 Rd,RAB164A,Jabana,Gasabo,-1.898129,30.0466,Nyakabanda,Nyarugenge,-1.970756,30.040209,8.11,2330,1,08:46:00,09:43:00,-2,15,Fog,13.7,86,20,18.4,None,0,15,0,0,0,Summer,1
T00112,2023-01-02,09:00:00,Moto,KK 10 Ave,RAB443A,Nyamirambo,Nyarugenge,-1.97323,30.037377,Nzove,Nyarugenge,-1.934366,29.989178,6.88,2020,1,09:01:00,09:36:00,13,26,Storm,17.4,32,54,14.3,Festival,50000,52,0,0,0,Autumn,1
T00113,2023-01-02,09:15:00,Bus,KG 28 Ave,RAD873B,Masaka,Kicukiro,-1.993521,30.151137,Kanyinya,Nyarugenge,-1.907455,30.008784,18.49,1310,31,09:19:00,09:53:00,5,10,Storm,20.7,59,46,14.7,None,0,5,0,0,0,Winter,1
T00114,2023-01-02,09:30:00,Moto,KG 205 St,RAB894G,Gitega,Nyarugenge,-1.951044,30.050644,Kagunga,Gasabo,-1.908707,30.109794,8.09,2320,1,09:31:00,09:55:00,10,18,Fog,16.1,74,57,15.9,Sports,2000,23,0,0,0,Autumn,1
T00115,2023-01-02,09:45:00,Moto,KN 4 Ave,RAB108E,Mageragere,Nyarugenge,-2.007519,30.011889,Kimihurura,Gasabo,-1.952204,30.089979,10.64,2960,1,09:46:00,10:33:00,5,13,Storm,21.5,65,6,7.1,None,0,91,0,1,0,Autumn,1
T00116,2023-01-02,10:00:00,Bus,KG 17 Ave,RAD710B,Mageragere,Nyarugenge,-2.009356,30.008967,Gisozi,Gasabo,-1.932083,30.063171,10.49,830,33,10:00:00,10:30:00,14,11,Heavy Rain,15.8,93,35,15.3,None,500,95,0,1,0,Summer,1
T00117,2023-01-02,10:15:00,Bus,KK 33 Ave,RAD665F,Gikondo,Kicukiro,-1.97065,30.06796,Rugarama,Nyarugenge,-1.950553,30.025897,5.18,510,23,10:19:00,10:50:00,19,28,Rain,23.3,83,20,19.6,None,50000,88,1,0,0,Spring,1
T00118,2023-01-02,10:30:00,Taxi,KN 5 Rd,RAC313B,Masaka,Kicukiro,-1.992118,30.152301,Kagugu,Gasabo,-1.910073,30.073589,12.64,6060,1,10:34:00,11:19:00,11,9,Storm,27.8,97,49,14.0,Concert,0,27,0,1,0,Summer,1
T00119,2023-01-02,10:45:00,Bus,KG 7 Ave,RAD571D,Kagunga,Gasabo,-1.910009,30.111259,Kagugu,Gasabo,-1.913318,30.073405,4.22,450,21,10:46:00,11:29:00,18,17,Fog,13.5,79,39,8.3,Festival,0,20,0,0,0,Winter,1
T00120,2023-01-02,11:00:00,Taxi,KN 78 St,RAC855E,Nyabugogo Bus Park,Nyarugenge,-1.954121,30.056164,Rebero,Kicukiro,-1.989324,30.088606,5.32,3130,3,11:01:00,11:59:00,18,29,Fog,15.8,60,11,14.3,None,50000,7,0,1,0,Winter,1
T00121,2023-01-02,11:15:00,Bus,KN 78 St,RAD292F,Rebero,Kicukiro,-1.988364,30.088114,Gikondo,Kicukiro,-1.971587,30.068688,2.85,370,26,11:16:00,11:45:00,4,23,Fog,26.7,58,14,18.0,None,2000,35,0,0,0,Winter,1
T00122,2023-01-02,11:30:00,Bus,KK 15 Rd,RAD202H,Gikondo,Kicukiro,-1.970624,30.072955,Kimisagara,Nyarugenge,-1.943956,30.041388,4.59,480,33,11:32:00,11:56:00,12,12,Cloudy,23.0,88,14,2.6,Concert,0,8,0,0,0,Spring,1
T00123,2023-01-02,11:45:00,Moto,KK 33 Ave,RAB482A,Rugarama,Nyarugenge,-1.952386,30.024849,Muhima,Nyarugenge,-1.943085,30.052043,3.19,1100,1,11:48:00,12:30:00,13,24,Heavy Rain,13.4,65,16,5.3,None,0,39,0,0,0,Summer,1
T00124,2023-01-02,12:00:00,Bus,KG 17 Ave,RAD176F,Gishushu,Gasabo,-1.947603,30.099302,Kigali International Airport,Kicukiro,-1.967997,30.141468,5.21,510,14,12:02:00,12:41:00,16,-3,Heavy Rain,20.5,96,33,18.4,None,0,84,0,0,0,Autumn,0
T00125,2023-01-02,12:15:00,Taxi,KN 5 Rd,RAC752F,Gisozi,Gasabo,-1.931305,30.06256,Gacuriro,Gasabo,-1.918333,30.092674,3.64,2460,1,12:19:00,12:59:00,3,27,Cloudy,15.7,40,43,18.9,None,10000,50,0,0,0,Autumn,1
T00126,2023-01-02,12:30:00,Bus,RN4 (Kigali-Kayonza Rd),RAD713D,Bumbogo,Gasabo,-1.892775,30.09904,Rebero,Kicukiro,-1.990735,30.092999,10.91,850,9,12:30:00,13:08:00,-2,29,Heavy Rain,15.5,40,34,9.7,Concert,500,0,1,0,0,Spring,1
T00127,2023-01-02,12:45:00,Bus,KK 33 Ave,RAD308A,Kimironko,Gasabo,-1.933087,30.117454,Masaka,Kicukiro,-1.995769,30.150726,7.89,670,10,12:48:00,13:35:00,9,29,Cloudy,28.4,55,38,7.5,None,50000,62,0,0,0,Winter,1
T00128,2023-01-02,13:00:00,Moto,KG 28 Ave,RAB663C,Mageragere,Nyarugenge,-2.009712,30.00738,Sonatube,Kicukiro,-1.970392,30.104372,11.63,3210,1,13:00:00,13:45:00,15,14,Heavy Rain,25.3,82,37,5.7,None,0,67,0,0,0,Spring,1
T00129,2023-01-02,13:15:00,Taxi,KN 5 Rd,RAC527A,Nzove,Nyarugenge,-1.934082,29.989387,Nzove,Nyarugenge,-1.936373,29.992929,0.47,1190,3,13:19:00,14:10:00,13,19,Cloudy,24.1,43,13,10.0,Parade,0,73,0,1,0,Autumn,1
T00130,2023-01-02,13:30:00,Moto,KK 432 St,RAB885F,Kimironko,Gasabo,-1.933528,30.120302,Kimihurura,Gasabo,-1.950516,30.087109,4.14,1340,1,13:34:00,14:12:00,9,19,Cloudy,16.2,93,54,18.7,Sports,0,25,0,0,0,Winter,1
T00131,2023-01-02,13:45:00,Bus,KK 432 St,RAD533B,Kanyinya,Nyarugenge,-1.910656,30.00943,Kabeza,Kicukiro,-1.977348,30.114605,13.84,1030,13,13:45:00,14:17:00,17,11,Heavy Rain,14.0,39,58,3.0,None,0,39,0,1,0,Spring,1
T00132,2023-01-02,14:00:00,Bus,KK 33 Ave,RAD152C,Gisozi,Gasabo,-1.931563,30.066297,Rwandex,Nyarugenge,-1.966235,30.065975,3.86,430,8,14:00:00,14:44:00,10,22,Cloudy,27.2,60,4,8.4,None,0,2,0,0,0,Autumn,1
T00133,2023-01-02,14:15:00,Bus,KN 5 Rd,RAD456E,Kabeza,Kicukiro,-1.982466,30.115733,Gatenga,Kicukiro,-1.980775,30.085027,3.42,410,12,14:15:00,14:36:00,5,26,Heavy Rain,12.1,65,29,18.2,None,0,8,0,0,0,Autumn,1
T00134,2023-01-02,14:30:00,Moto,KN 5 Rd,RAB924D,Nyanza (Kicukiro),Kicukiro,-1.989873,30.122553,Gacuriro,Gasabo,-1.922347,30.089943,8.34,2380,1,14:34:00,14:51:00,19,21,Cloudy,18.8,39,3,7.0,None,10000,31,0,0,0,Spring,1
T00135,2023-01-02,14:45:00,Bus,KG 7 Ave,RAD722G,Niboye,Kicukiro,-1.99024,30.102658,Kinyinya,Gasabo,-1.915147,30.097896,8.37,700,9,14:46:00,15:20:00,-2,12,Fog,16.8,55,14,15.4,None,0,66,0,1,0,Autumn,1
T00136,2023-01-02,15:00:00,Bus,KK 5 Rd,RAD977D,Kigali City Centre (CBD),Nyarugenge,-1.947575,30.059522,Kimironko,Gasabo,-1.933053,30.115962,6.48,590,33,15:00:00,15:28:00,18,10,Clear,21.9,49,38,7.8,None,0,3,0,0,0,Summer,1
T00137,2023-01-02,15:15:00,Bus,KK 15 Rd,RAD509C,Kagarama,Kicukiro,-1.974312,30.088177,Nyakabanda,Nyarugenge,-1.968162,30.043393,5.02,500,9,15:18:00,16:02:00,4,13,Heavy Rain,16.4,73,34,16.1,None,50000,5,0,0,0,Summer,1
T00138,2023-01-02,15:30:00,Moto,KG 17 Ave,RAB297A,Kagugu,Gasabo,-1.913845,30.072897,Nyabisindu,Nyarugenge,-1.972176,30.041894,7.34,2140,1,15:34:00,16:02:00,12,8,Cloudy,17.4,91,44,19.6,Festival,50000,72,0,0,0,Winter,1
T00139,2023-01-02,15:45:00,Bus,KN 67 St,RAD742E,Rebero,Kicukiro,-1.986993,30.088945,Kabeza,Kicukiro,-1.980661,30.114734,2.95,380,35,15:47:00,16:39:00,19,25,Fog,26.8,38,9,7.8,Festival,0,25,0,0,0,Summer,1
T00140,2023-01-02,16:00:00,Moto,KK 10 Ave,RAB615H,Kinyinya,Gasabo,-1.919151,30.096496,Sonatube,Kicukiro,-1.968665,30.104205,5.57,1690,1,16:02:00,16:32:00,10,28,Clear,22.5,53,54,16.9,None,50000,1,0,0,0,Summer,1
T00141,2023-01-02,16:15:00,Bus,KN 78 St,RAD733H,Kimironko,Gasabo,-1.93786,30.118713,Nyamirambo,Nyarugenge,-1.971463,30.038412,9.67,780,32,16:18:00,17:05:00,10,20,Cloudy,14.5,41,1,19.8,Concert,0,65,0,0,0,Spring,1
T00142,2023-01-02,16:30:00,Taxi,KN 4 Ave,RAC193H,Gishushu,Gasabo,-1.944137,30.101402,Nyarutarama,Gasabo,-1.939597,30.108151,0.9,1360,3,16:31:00,17:10:00,6,9,Clear,24.7,89,43,19.7,None,0,84,0,1,0,Winter,1
T00143,2023-01-02,16:45:00,Taxi,KG 205 St,RAC155G,Kanombe,Kicukiro,-1.972756,30.132782,Rebero,Kicukiro,-1.985467,30.088882,5.08,3030,1,16:45:00,17:36:00,12,16,Heavy Rain,15.6,45,59,8.7,Concert,10000,85,0,1,0,Spring,1
T00144,2023-01-02,17:00:00,Taxi,KG 17 Ave,RAC298C,Nyamirambo,Nyarugenge,-1.974245,30.037398,Nzove,Nyarugenge,-1.934315,29.991155,6.79,3720,1,17:04:00,17:53:00,1,11,Clear,19.5,58,23,9.7,None,2000,2,1,1,0,Spring,1
T00145,2023-01-02,17:15:00,Moto,KN 5 Rd,RAB838D,Nzove,Nyarugenge,-1.936273,29.991866,Kanyinya,Nyarugenge,-1.90823,30.011117,3.78,1240,1,17:15:00,17:42:00,10,0,Rain,23.3,61,27,6.1,Festival,10000,34,0,0,0,Summer,0
T00146,2023-01-02,17:30:00,Moto,KG 17 Ave,RAB728E,Nyanza (Kicukiro),Kicukiro,-1.988002,30.120663,Ndera,Gasabo,-1.946487,30.153943,5.92,1780,1,17:34:00,17:51:00,9,24,Storm,16.8,64,21,6.3,Festival,10000,58,0,0,0,Summer,1
T00147,2023-01-02,17:45:00,Moto,KN 5 Rd,RAB369D,Kagugu,Gasabo,-1.915139,30.075013,Gisozi,Gasabo,-1.928481,30.06225,2.05,810,1,17:47:00,18:42:00,2,-2,Rain,18.7,72,43,9.8,None,0,37,0,0,0,Autumn,0
T00148,2023-01-02,18:00:00,Bus,KN 4 Ave,RAD795F,Kimihurura,Gasabo,-1.950766,30.088194,Cyahafi,Nyarugenge,-1.955579,30.035819,5.85,550,16,18:00:00,18:51:00,4,26,Heavy Rain,24.8,82,31,4.0,Sports,0,32,0,1,0,Autumn,1
T00149,2023-01-02,18:15:00,Moto,KG 550 St,RAB751F,Niboye,Kicukiro,-1.989988,30.101709,Gikondo,Kicukiro,-1.97231,30.070184,4.02,1300,1,18:18:00,19:14:00,5,22,Heavy Rain,28.3,49,30,14.2,Concert,0,14,1,0,0,Winter,1
T00150,2023-01-02,18:30:00,Moto,KG 28 Ave,RAB648G,Sonatube,Kicukiro,-1.967669,30.10548,Kabeza,Kicukiro,-1.977705,30.112628,1.37,640,1,18:31:00,19:17:00,2,22,Clear,21.2,37,18,10.7,None,0,74,0,0,0,Summer,1
T00151,2023-01-02,18:45:00,Taxi,KG 17 Ave,RAC438B,Rugarama,Nyarugenge,-1.948214,30.023589,Gahanga,Kicukiro,-2.017057,30.110464,12.32,5930,3,18:48:00,19:41:00,6,16,Fog,12.2,71,50,18.0,Concert,0,73,0,1,0,Autumn,1
T00152,2023-01-02,19:00:00,Bus,KK 15 Rd,RAD359E,Kanombe,Kicukiro,-1.97162,30.135692,Sonatube,Kicukiro,-1.965252,30.103778,3.62,420,24,19:01:00,19:20:00,11,24,Cloudy,17.9,99,20,16.2,Concert,0,99,0,0,0,Spring,1
T00153,2023-01-02,19:15:00,Taxi,KG 11 Ave,RAC865A,Rebero,Kicukiro,-1.985204,30.092222,Kicukiro Centre,Kicukiro,-1.979429,30.105374,1.6,1640,1,19:15:00,19:44:00,9,16,Storm,18.9,45,2,6.4,Festival,10000,13,0,0,0,Summer,1
T00154,2023-01-02,19:30:00,Bus,KN 78 St,RAD235H,Kigali International Airport,Kicukiro,-1.970704,30.140196,Kanombe,Kicukiro,-1.970407,30.135076,0.57,230,9,19:30:00,19:53:00,1,7,Cloudy,17.9,98,5,10.1,Sports,10000,65,0,0,0,Winter,1
T00155,2023-01-02,19:45:00,Bus,KG 205 St,RAD208F,Nyanza (Kicukiro),Kicukiro,-1.989325,30.117274,Gitega,Nyarugenge,-1.955674,30.053403,8.02,680,17,19:46:00,20:39:00,17,6,Fog,19.6,82,31,15.0,None,500,44,0,0,0,Winter,1
T00156,2023-01-02,20:00:00,Taxi,KN 4 Ave,RAC262C,Nyabugogo Bus Park,Nyarugenge,-1.957454,30.057902,Rebero,Kicukiro,-1.987465,30.088225,4.74,2900,4,20:02:00,20:29:00,5,19,Heavy Rain,23.0,74,1,3.9,Protest,0,47,0,1,0,Spring,1
T00157,2023-01-02,20:15:00,Bus,KK 15 Rd,RAD248E,Kicukiro Centre,Kicukiro,-1.97938,30.101462,Kigali City Centre (CBD),Nyarugenge,-1.952104,30.056375,5.86,550,28,20:19:00,20:45:00,14,15,Storm,14.1,80,23,0.6,Parade,2000,43,0,0,0,Autumn,1
T00158,2023-01-02,20:30:00,Bus,KG 7 Ave,RAD708H,Masaka,Kicukiro,-1.993131,30.152803,Kagarama,Kicukiro,-1.977663,30.091925,6.98,620,19,20:33:00,21:03:00,5,14,Rain,16.8,35,44,17.0,None,500,36,1,0,0,Spring,1
T00159,2023-01-02,20:45:00,Moto,KG 11 Ave,RAB515C,Gacuriro,Gasabo,-1.921509,30.092421,Kigali Heights,Gasabo,-1.950736,30.091189,3.25,1110,1,20:48:00,21:42:00,18,23,Heavy Rain,20.8,62,58,2.8,None,50000,28,0,0,0,Autumn,1
T00160,2023-01-02,21:00:00,Moto,KN 78 St,RAB772D,Nzove,Nyarugenge,-1.937045,29.99247,Gacuriro,Gasabo,-1.92237,30.090676,11.04,3060,1,21:03:00,21:31:00,-2,2,Heavy Rain,17.5,44,59,17.8,Sports,0,98,0,0,0,Summer,0
T00161,2023-01-02,21:15:00,Bus,KK 28 Ave,RAD932C,Kagugu,Gasabo,-1.913521,30.07511,Jabana,Gasabo,-1.899144,30.045886,3.62,420,21,21:15:00,21:51:00,17,6,Clear,29.0,43,26,18.3,Parade,0,83,0,0,0,Winter,1
T00162,2023-01-02,21:30:00,Moto,KK 432 St,RAB589A,Kagunga,Gasabo,-1.912617,30.110756,Muhima,Nyarugenge,-1.942036,30.051346,7.37,2140,1,21:33:00,22:05:00,-1,-2,Fog,19.5,68,8,9.2,None,50000,84,0,0,0,Autumn,0
T00163,2023-01-02,21:45:00,Moto,KG 7 Ave,RAB563C,Masaka,Kicukiro,-1.992933,30.151471,Rebero,Kicukiro,-1.988208,30.091451,6.69,1970,1,21:49:00,22:39:00,1,20,Clear,27.2,92,12,16.1,None,50000,33,0,0,0,Spring,1
T00164,2023-01-02,22:00:00,Bus,KN 78 St,RAD811E,Kimihurura,Gasabo,-1.94702,30.088569,Rwandex,Nyarugenge,-1.965136,30.06574,3.24,390,31,22:04:00,22:21:00,18,24,Clear,27.6,34,54,7.3,None,0,58,0,0,0,Summer,1
T00165,2023-01-02,22:15:00,Bus,KK 28 Ave,RAD371E,Gahanga,Kicukiro,-2.021404,30.110323,Nyabisindu,Nyarugenge,-1.975384,30.041731,9.18,750,24,22:16:00,22:45:00,-2,24,Cloudy,26.6,81,13,17.2,Sports,0,42,0,1,0,Autumn,1
T00166,2023-01-02,22:30:00,Taxi,KK 5 Rd,RAC263F,Cyahafi,Nyarugenge,-1.957487,30.035045,Ndera,Gasabo,-1.946981,30.157428,13.65,6460,2,22:30:00,22:52:00,4,-2,Heavy Rain,12.8,45,50,16.5,Festival,10000,32,0,0,0,Summer,0
T00167,2023-01-02,22:45:00,Moto,KN 78 St,RAB745H,Nzove,Nyarugenge,-1.932719,29.988971,Gatenga,Kicukiro,-1.981565,30.087445,12.22,3360,1,22:49:00,23:33:00,-2,1,Fog,28.5,67,10,1.6,None,0,18,0,1,0,Summer,0
T00168,2023-01-02,23:00:00,Moto,KK 5 Rd,RAB842D,Rwandex,Nyarugenge,-1.963962,30.069186,Kimicanga,Gasabo,-1.942855,30.072623,2.38,900,1,23:02:00,23:37:00,6,7,Clear,14.2,82,13,11.7,None,2000,7,1,0,0,Spring,1
T00169,2023-01-02,23:15:00,Bus,KK 33 Ave,RAD248A,Kabusunzu,Nyarugenge,-1.958265,30.029349,Gisozi,Gasabo,-1.930488,30.064391,4.97,500,13,23:15:00,23:54:00,0,6,Rain,12.6,82,15,12.8,Festival,0,30,0,0,0,Spring,1
T00170,2023-01-02,23:30:00,Taxi,KK 432 St,RAC131A,Kimicanga,Gasabo,-1.947329,30.073732,Rugarama,Nyarugenge,-1.952029,30.027864,5.12,3050,1,23:30:00,00:03:00,9,-2,Storm,19.2,75,9,0.0,None,0,10,1,1,0,Summer,0
T00171,2023-01-02,23:45:00,Bus,KG 11 Ave,RAD977F,Kabeza,Kicukiro,-1.978844,30.115803,Sonatube,Kicukiro,-1.966818,30.106421,1.7,300,10,23:49:00,00:38:00,16,11,Fog,15.4,44,19,19.6,Festival,0,7,1,0,0,Summer,1
T00172,2023-01-03,00:00:00,Moto,KK 5 Rd,RAB988G,Gitega,Nyarugenge,-1.951095,30.054917,Rebero,Kicukiro,-1.985652,30.087396,5.27,1620,1,00:02:00,00:50:00,12,3,Cloudy,15.2,88,15,8.1,None,0,24,1,0,1,Autumn,0
T00173,2023-01-03,00:15:00,Taxi,RN1 (Kigali-Muhanga Rd),RAC944E,Nyakabanda,Nyarugenge,-1.969521,30.041219,Kagarama,Kicukiro,-1.977797,30.092696,5.79,3320,1,00:16:00,01:14:00,19,16,Fog,17.0,79,59,10.3,None,0,19,0,0,1,Spring,1
T00174,2023-01-03,00:30:00,Moto,KN 5 Rd,RAB426F,Kigali Heights,Gasabo,-1.950401,30.088587,Nzove,Nyarugenge,-1.933456,29.98823,11.31,3130,1,00:34:00,01:07:00,13,18,Heavy Rain,16.3,38,57,3.9,None,0,37,0,0,1,Autumn,1
T00175,2023-01-03,00:45:00,Bus,KG 11 Ave,RAD476F,Kigali Heights,Gasabo,-1.949433,30.090105,Rebero,Kicukiro,-1.985419,30.08729,4.01,440,32,00:47:00,01:34:00,7,27,Cloudy,23.9,55,33,12.2,Concert,0,6,1,0,1,Winter,1
T00176,2023-01-03,01:00:00,Taxi,KN 4 Ave,RAC131G,Kanombe,Kicukiro,-1.969978,30.137108,Remera,Gasabo,-1.95329,30.105186,4.0,2600,4,01:00:00,01:44:00,19,19,Storm,15.3,32,56,16.2,Festival,0,76,0,0,1,Autumn,1
T00177,2023-01-03,01:15:00,Taxi,KG 11 Ave,RAC831B,Kabuga,Gasabo,-1.926362,30.182081,Rugando,Kicukiro,-1.958772,30.125227,7.27,3910,2,01:17:00,01:53:00,3,15,Rain,21.5,76,15,11.7,Parade,0,38,0,0,1,Summer,1
T00178,2023-01-03,01:30:00,Bus,KK 5 Rd,RAD104F,Nyakabanda,Nyarugenge,-1.969978,30.040008,Ndera,Gasabo,-1.946788,30.156573,13.21,990,9,01:30:00,01:57:00,14,0,Clear,29.0,34,13,15.8,Protest,0,73,0,0,1,Winter,0
T00179,2023-01-03,01:45:00,Moto,KK 5 Rd,RAB706F,Kimihurura,Gasabo,-1.952426,30.091171,Nyanza (Kicukiro),Kicukiro,-1.988048,30.122803,5.3,1620,1,01:49:00,02:32:00,18,20,Fog,19.5,91,52,14.6,None,50000,71,0,1,1,Autumn,1
T00180,2023-01-03,02:00:00,Bus,KN 3 Ave,RAD610C,Gacuriro,Gasabo,-1.919532,30.087953,Gitega,Nyarugenge,-1.951109,30.05563,5.02,500,15,02:04:00,02:27:00,19,16,Cloudy,23.2,34,27,4.8,None,0,19,0,0,1,Winter,1
T00181,2023-01-03,02:15:00,Moto,KG 7 Ave,RAB674B,Gacuriro,Gasabo,-1.917368,30.091601,Nzove,Nyarugenge,-1.935058,29.992947,11.14,3080,1,02:18:00,03:05:00,14,24,Storm,28.9,39,17,8.7,None,0,80,0,0,1,Spring,1
T00182,2023-01-03,02:30:00,Bus,RN1 (Kigali-Muhanga Rd),RAD532A,Rugarama,Nyarugenge,-1.950866,30.024408,Nyarutarama,Gasabo,-1.937632,30.111342,9.77,790,10,02:33:00,02:52:00,18,13,Clear,14.4,92,25,3.0,Festival,0,10,0,0,1,Autumn,1
T00183,2023-01-03,02:45:00,Moto,KK 28 Ave,RAB488D,Rebero,Kicukiro,-1.989763,30.088579,Kicukiro Centre,Kicukiro,-1.979593,30.103007,1.96,790,1,02:48:00,03:07:00,16,15,Storm,19.3,54,37,0.8,None,10000,15,0,0,1,Autumn,1
T00184,2023-01-03,03:00:00,Bus,KG 11 Ave,RAD456F,Gisozi,Gasabo,-1.933239,30.064565,Remera,Gasabo,-1.952865,30.108632,5.36,520,9,03:04:00,03:41:00,15,28,Rain,26.8,73,6,1.3,Parade,0,41,0,0,1,Spring,1
T00185,2023-01-03,03:15:00,Bus,KN 3 Ave,RAD549E,Nyakabanda,Nyarugenge,-1.965792,30.042702,Kigali Heights,Gasabo,-1.947678,30.08994,5.62,540,22,03:16:00,03:51:00,8,26,Clear,28.3,54,44,18.8,Parade,0,95,0,0,1,Autumn,1
